Manufacturer,Model Name,Category,Screen Size,Screen,CPU,RAM,Storage,GPU,Operating System,Weight,Price,Price_USD,Weight_LBS
MSI,GL62M (i5-7300HQ/8GB/1TB,Gaming,15.6,Full HD 1920x1080,Intel Core i5 7300HQ 2.5GHz,8,128GB    1TB ,Nvidia GeForce GTX 1050,Windows,2.2,9683388.0,118171.80904357038,4.850170600000001
Lenovo,Legion Y520-15IKBN,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,4,1TB ,Nvidia GeForce GTX 1050,Windows,2.4,8883108.0,108405.54383335797,5.2910952
Acer,Predator G9-793,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16,256GB    1TB ,Nvidia GeForce GTX 1060,Windows,4.2,20442708.0,249473.81909198192,9.259416600000002
Dell,Inspiron 7567,Gaming,15.6,Full HD 1920x1080,Intel Core i5 7300HQ 2.5GHz,8,256GB ,Nvidia GeForce GTX 1050,Windows,2.62,8758620.0,106886.34702288048,5.7761122600000006
Asus,FX502VM-DM560T (i7-7700HQ/8GB/1TB,Gaming,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8,128GB    1TB ,Nvidia GeForce GTX1060,Windows,2.24,11906388.0,145300.3235163827,4.938355520000001
Vero,K146 (N3350/4GB/32GB/W10),Notebook,14.0,1920x1080,Intel Celeron Dual Core N3350 1.1GHz,4,32GB  ,Intel HD Graphics 500,Windows,1.22,1804186.8,22017.502346134464,2.6896400600000003
Lenovo,ThinkPad Yoga,2 in 1 Convertible,13.3,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i7 7500U 2.7GHz,8,512GB ,Intel HD Graphics 620,Windows,1.37,17517240.0,213772.69404576093,3.0203335100000004
Lenovo,Yoga 510-15IKB,2 in 1 Convertible,15.6,Full HD / Touchscreen 1920x1080,Intel Core i5 7200U 2.5GHz,8,256GB ,AMD Radeon R7 M460,Windows,2.08,8527428.0,104064.981517708,4.585615840000001
Apple,"MacBook 12""",Ultrabook,12.0,IPS Panel Retina Display 2304x1440,Intel Core M 1.2GHz,8,512GB  ,Intel HD Graphics 5300,Mac OS,0.92,10359180.0,126418.87744330532,2.02825316
Lenovo,ThinkPad X1,2 in 1 Convertible,14.0,IPS Panel Touchscreen 2560x1440,Intel Core i5 7200U 2.5GHz,8,256GB ,Intel HD Graphics 620,Windows,1.42,20718360.0,252837.75488661064,3.13056466
Asus,R417NA-RS01 (N3350/4GB/32GB/W10),Notebook,14.0,1366x768,Intel Celeron Dual Core N3350 1.1GHz,4,32GB  ,Intel HD Graphics 500,Windows,1.63,2658708.0,32445.70330948351,3.5935354900000003
Dell,Latitude 3580,Notebook,15.6,1366x768,Intel Core i5 7200U 2.5GHz,8,128GB ,Intel HD Graphics 620,Windows,1.95,7202520.0,87896.38689191185,4.299014850000001
Lenovo,Yoga 910-13IKB,2 in 1 Convertible,13.9,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i7 7500U 2.7GHz,8,256GB ,Intel HD Graphics 620,Windows,1.38,11995308.0,146385.46409529517,3.04237974
Dell,Vostro 5568,Notebook,15.6,Full HD 1920x1080,Intel Core i3 6006U 2GHz,8,256GB ,AMD Radeon R5 M420X,Windows,2.0,6571188.0,80191.88878163316,4.409246
HP,ZBook 17,Workstation,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8,256GB ,Nvidia Quadro M2200,Windows,3.14,18361090.8,224070.67813964048,6.922516220000001
Asus,Pro P2540UA-XS51,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,256GB ,Intel HD Graphics 620,Windows,2.37,9772308.0,119256.94962248288,5.224956510000001
Dell,XPS 13,Ultrabook,13.3,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,256GB ,Intel HD Graphics 620,Windows,1.29,13329108.0,162662.57277898255,2.8439636700000004
Dell,XPS 15,Notebook,15.6,4K Ultra HD / Touchscreen 3840x2160,Intel Core i5 7300HQ 2.5GHz,8,256GB ,Nvidia GeForce GTX 1050,Windows,2.06,15552108.0,189791.08725179484,4.541523380000001
Dell,Latitude 3180,Netbook,11.6,1366x768,Intel Pentium Quad Core N4200 1.1GHz,4,128GB ,Intel HD Graphics 505,Windows,1.63,6615648.0,80734.45907108941,3.5935354900000003
HP,EliteBook 820,Netbook,12.5,1366x768,Intel Core i5 7300U 2.6GHz,8,256GB ,Intel HD Graphics 620,Windows,1.26,12350988.0,150726.02641094514,2.77782498
Toshiba,Satellite Pro,Notebook,15.6,1366x768,Intel Core i5 6200U 2.3GHz,4,500GB ,Intel HD Graphics 520,Windows,2.1,6935760.0,84640.96515517437,4.629708300000001
HP,15-ba043na (A12-9700P/8GB/2TB/W10),Notebook,15.6,1366x768,AMD A12-Series 9700P 2.5GHz,8,2TB ,AMD Radeon R7 Graphics,Windows,2.04,5593068.0,68255.34241359575,4.49743092
Dell,Inspiron 7567,Gaming,15.6,4K Ultra HD 3840x2160,Intel Core i7 7700HQ 2.8GHz,16,512GB ,Nvidia GeForce GTX 1050 Ti,Windows,2.62,14929668.0,182195.1031994074,5.7761122600000006
Lenovo,IdeaPad 310-15IKB,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,4,1TB ,Nvidia GeForce 920M,Windows,2.4,5415228.0,66085.06125577076,5.2910952
HP,Omen 17-an012dx,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,12,1TB ,AMD Radeon RX 580,Windows,3.74,15552108.0,189791.08725179484,8.24529002
MSI,GE72MVR 7RG,Gaming,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16,512GB    1TB ,Nvidia GeForce GTX 1070,Windows,2.9,21474180.0,262061.4498073668,6.393406700000001
Samsung,Notebook 9,Ultrabook,13.3,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,256GB ,Intel HD Graphics 620,Windows,0.81,13329108.0,162662.57277898255,1.7857446300000004
Dell,Vostro 5568,Notebook,15.6,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8,1TB ,Nvidia GeForce GT 940MX,Windows,1.98,8545212.0,104282.00963349048,4.3651535400000006
Dell,Vostro 3568,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,256GB ,AMD Radeon R5 M420,Windows,2.18,7022990.52,85705.48806308753,4.806078140000001
Lenovo,Thinkpad T470s,Ultrabook,14.0,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8,256GB ,Intel HD Graphics 620,Windows,1.32,16530228.0,201727.63361983225,2.91010236
Razer,Blade Stealth,Ultrabook,12.5,IPS Panel 4K Ultra HD / Touchscreen 3840x2160,Intel Core i7 7500U 2.5GHz,16,512GB ,Intel HD Graphics 620,Windows,1.29,15996708.0,195216.7901463573,2.8439636700000004
HP,Chromebook 11,Netbook,11.6,1366x768,Intel Celeron Dual Core N3060 1.6GHz,4,16GB  ,Intel HD Graphics 400,Chrome OS,1.23,3423420.0,41777.91228813095,2.7116862900000003
Dell,Alienware 17,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16,128GB    1TB ,Nvidia GeForce GTX 1060,Windows,4.36,22274637.84,271829.8852987371,9.612156280000002
Dell,Latitude 3480,Notebook,14.0,1366x768,Intel Core i5 6200U 2.3GHz,4,500GB ,Intel HD Graphics 520,Windows,1.76,6713460.0,81928.11370789315,3.88013648
Lenovo,V110-15ISK (i3-6006U/4GB/500GB/W10),Notebook,15.6,1366x768,Intel Core i3 6006U 2GHz,4,500GB ,Intel HD Graphics 520,Windows,2.1,4356190.8,53161.03696092298,4.629708300000001
Toshiba,Tecra X40-D-10Z,Ultrabook,14.0,1366x768,Intel Core i5 7200U 2.5GHz,4,128GB ,Intel HD Graphics 620,Windows,1.25,9692280.0,118280.32310146165,2.75577875
Lenovo,Thinkpad X1,Ultrabook,14.0,IPS Panel Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8,512GB ,Intel HD Graphics 620,Windows,1.13,22221108.0,271176.63067023177,2.49122399
MSI,GL62M 7RD,Gaming,15.6,Full HD 1920x1080,Intel Core i5 7300HQ 2.5GHz,8,256GB ,Nvidia GeForce GTX 1050,Windows,2.4,10661508.0,130108.3554116078,5.2910952
Lenovo,ThinkPad X1,Ultrabook,14.0,IPS Panel Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,256GB  ,Intel HD Graphics 620,Windows,1.13,16672500.0,203463.85854609223,2.49122399
Toshiba,Satellite Pro,Notebook,14.0,1366x768,Intel Pentium Dual Core 4405U 2.1GHz,4,128GB ,Intel HD Graphics 510,Windows,1.75,4437108.0,54148.51488773335,3.858090250000001
Asus,ZenBook Flip,2 in 1 Convertible,13.3,Touchscreen / Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,256GB ,Intel HD Graphics 620,Windows,1.1,12075336.0,147362.09061631642,2.425085300000001
Dell,Latitude 3480,Notebook,14.0,1366x768,Intel Core i3 6006U 2GHz,4,500GB ,Intel HD Graphics 520,Windows,1.76,5201820.0,63480.72386638078,3.88013648
Acer,Chromebook 11,Netbook,11.6,IPS Panel 1366x768,Intel Celeron Dual Core N3060 1.6GHz,4,32GB  ,Intel HD Graphics 400,Chrome OS,1.35,3156660.0,38522.490551393465,2.9762410500000005
Acer,Swift 3,Notebook,14.0,IPS Panel Full HD 1920x1080,Intel Core i3 7100U 2.4GHz,8,128GB ,Intel HD Graphics 620,Windows,1.5,5504148.0,67170.20183468326,3.306934500000001
Razer,Blade Pro,Gaming,17.3,4K Ultra HD / Touchscreen 3840x2160,Intel Core i7 7820HK 2.9GHz,32,512GB ,Nvidia GeForce GTX 1080,Windows,3.49,48897108.0,596718.8043439793,7.694134270000001
Lenovo,Thinkpad X1,Ultrabook,14.0,IPS Panel Quad HD+ 2560x1440,Intel Core i7 6600U 2.6GHz,16,512GB ,Intel HD Graphics 520,Windows,1.1,18664308.0,227771.00751373207,2.425085300000001
Asus,VivoBook Max,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,4,1TB ,Nvidia GeForce 920,Linux,2.1,4614948.0,56318.79604555834,4.629708300000001
Lenovo,Thinkpad T460,Notebook,14.0,Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,8,256GB ,Intel HD Graphics 520,Windows,1.7,10545912.0,128697.67265902155,3.7478591
Lenovo,ThinkPad T470s,Notebook,14.0,IPS Panel Full HD 1920x1080,Intel Core i5 7300U 2.6GHz,8,256GB ,Intel HD Graphics 620,Windows,1.32,14671800.0,179048.1955205612,2.91010236
Dell,Alienware 15,Gaming,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16,256GB    1TB ,Nvidia GeForce GTX 1070,Windows,3.21,24672009.96,301086.3604467968,7.076839830000001
Asus,Rog GL702VS-BA023T,Gaming,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16,256GB    1TB ,Nvidia GeForce GTX 1070,Windows,2.9,21509748.0,262495.50603893184,6.393406700000001
Toshiba,Satellite Pro,Notebook,15.6,1366x768,Intel Core i3 7100U 2.4GHz,4,500GB ,Intel HD Graphics 620,Windows,2.0,5948748.0,72595.90472924571,4.409246
Lenovo,N42-20 Chromebook,Notebook,14.0,1366x768,Intel Celeron Quad Core N3160 1.6GHz,4,16GB  ,Intel HD Graphics 400,Chrome OS,1.5,2889900.0,35267.06881465599,3.306934500000001
Asus,R558UA-DM966T (i5-7200U/8GB/128GB/FHD/W10),Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,128GB ,Intel HD Graphics 620,Windows,2.3,5246280.0,64023.29415583703,5.0706329000000006
Asus,Rog GL702VM-GC017T,Gaming,17.3,Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,16,512GB    1TB ,Nvidia GeForce GTX 1060,Windows,2.73,15996708.0,195216.7901463573,6.018620790000001
Dell,Alienware 17,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,32,512GB    1TB ,Nvidia GeForce GTX 1070,Windows,4.42,27324137.88,333451.76335344074,9.74443366
HP,ProBook 470,Notebook,17.3,1600x900,Intel Core i5 7200U 2.5GHz,8,1TB ,Nvidia GeForce 930MX,Windows,2.63,8091720.0,98747.79268103678,5.7981584900000005
Dell,Vostro 3568,Notebook,15.6,1366x768,Intel Core i5 7200U 2.5GHz,8,128GB ,Intel HD Graphics 620,Windows,2.18,6348799.08,77477.95219377302,4.806078140000001
HP,EliteBook 840,Ultrabook,14.0,Full HD 1920x1080,Intel Core i7 6500U 2.5GHz,8,512GB ,Intel HD Graphics 520,Windows,1.54,16628040.0,202921.288256636,3.3951194200000003
Dell,Vostro 3568,Notebook,15.6,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,4,256GB ,AMD Radeon R5 M420,Windows,2.18,6571188.0,80191.88878163316,4.806078140000001
HP,Chromebook X360,2 in 1 Convertible,11.6,Touchscreen 1366x768,Intel Celeron Dual Core N3350 1.1GHz,4,32GB  ,Intel HD Graphics 500,Chrome OS,1.4,5468580.0,66736.14560311826,3.0864722
Asus,ZenBook UX310UQ-GL026T,Ultrabook,13.3,IPS Panel Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,8,512GB ,Nvidia GeForce 940M,Windows,1.45,9123192.0,111335.42339642168,3.1967033500000004
HP,EliteBook x360,2 in 1 Convertible,13.3,Full HD / Touchscreen 1920x1080,Intel Core i5 7200U 2.5GHz,8,256GB ,Intel HD Graphics 620,Windows,1.28,20247084.0,247086.50981837444,2.8219174400000004
HP,EliteBook 840,Ultrabook,14.0,Full HD 1920x1080,Intel Core i7 6500U 2.5GHz,8,512GB ,Intel HD Graphics 520,Windows,1.54,13053456.0,159298.63698435383,3.3951194200000003
HP,250 G6,Notebook,15.6,1366x768,Intel Celeron Dual Core N3060 1.6GHz,4,128GB ,Intel HD Graphics 400,No OS,1.86,2658708.0,32445.70330948351,4.10059878
Asus,Rog GL502VM-DS74,Gaming,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16,128GB    1TB ,Nvidia GeForce GTX 1060,Windows,2.1,16885908.0,206068.19593548225,4.629708300000001
Dell,Inspiron 5767,Notebook,17.3,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8,1TB ,AMD Radeon R7 M445,Linux,2.83,7691580.0,93864.66007593056,6.239083090000001
Lenovo,ThinkPad T470p,Ultrabook,14.0,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8,256GB ,Nvidia GeForce GT 940MX,Windows,1.96,16921476.0,206502.25216704723,4.321061080000001
Asus,K556UR-DM621T (i7-7500U/8GB/256GB/GeForce,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8,256GB ,Nvidia GeForce GTX 930MX,Windows,2.3,6998004.0,85400.56356041312,5.0706329000000006
Dell,Latitude 5580,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,128GB ,Intel HD Graphics 620,Windows,1.9,8402940.0,102545.7847072305,4.1887837
Asus,X541NA (N4200/4GB/1TB/W10),Notebook,15.6,1366x768,Intel Pentium Quad Core N4200 1.1GHz,4,1TB ,Intel HD Graphics 505,Windows,2.0,3992508.0,48722.81199317089,4.409246
HP,EliteBook x360,2 in 1 Convertible,13.3,Full HD / Touchscreen 1920x1080,Intel Core i7 7600U 2.8GHz,8,256GB ,Intel HD Graphics 620,Windows,1.28,22754628.0,277687.4741437067,2.8219174400000004
Dell,Inspiron 5368,Notebook,13.3,Full HD / Touchscreen 1920x1080,Intel Core i5 6200U 2.3GHz,8,1TB ,Intel HD Graphics 520,Windows,1.62,5770908.0,70425.62357142073,3.5714892600000008
Lenovo,IdeaPad 110-15ISK,Notebook,15.6,Full HD 1920x1080,Intel Core i3 6006U 2.0GHz,4,1TB ,Intel HD Graphics 520,No OS,2.2,4170348.0,50893.09315099588,4.850170600000001
Lenovo,ThinkPad E570,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,1TB ,Intel HD Graphics 620,Windows,2.3,7564068.72,92308.56848577004,5.0706329000000006
HP,EliteBook 850,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7300U 2.6GHz,8,256GB ,AMD Radeon R7 M465,Windows,1.84,11995308.0,146385.46409529517,4.05650632
Toshiba,Portege X30-D-10X,Notebook,13.3,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,4,128GB ,Intel HD Graphics 620,Windows,1.05,11426220.0,139440.56439025523,2.3148541500000004
Lenovo,Legion Y520-15IKBN,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i5 7300HQ 2.5GHz,8,1TB ,Nvidia GeForce GTX 1050,No OS,2.5,9043164.0,110358.79687540044,5.5115575
Dell,XPS 13,Ultrabook,13.3,Quad HD+ / Touchscreen 3200x1800,Intel Core i7 7660U 2.5GHz,16,512GB ,Intel Iris Plus Graphics 640,Windows,1.29,19918080.0,243071.48967639825,2.8439636700000004
HP,Probook 450,Notebook,15.6,Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,4,500GB ,Intel HD Graphics 520,Windows,2.07,8091720.0,98747.79268103678,4.56356961
Toshiba,Portégé Z30-C-188,Ultrabook,13.3,1366x768,Intel Core i5 6200U 2.3GHz,8,256GB ,Intel HD Graphics 520,Windows,1.2,9736740.0,118822.89339091787,2.6455476
Lenovo,ThinkPad Yoga,2 in 1 Convertible,13.3,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i7 7500U 2.7GHz,8,256GB ,Intel HD Graphics 620,Windows,1.37,17339400.0,211602.41288793596,3.0203335100000004
Acer,TMX349-G2-M-50FS (i5-7200U/8GB/256GB/FHD/W10),Notebook,14.0,IPS Panel Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,256GB ,Intel HD Graphics 620,Windows,1.56,8020584.0,97879.68021790676,3.4392118800000007
Dell,Precision 3520,Workstation,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8,1TB ,Nvidia Quadro M620,Windows,2.23,15809976.0,192937.99493064109,4.91630929
Lenovo,ThinkPad L570,Notebook,15.6,1366x768,Intel Core i5 7200U 2.5GHz,4,500GB ,Intel HD Graphics 620,Windows,2.38,9381060.0,114482.33107526792,5.24700274
Lenovo,IdeaPad 110-15ISK,Notebook,15.6,Full HD 1920x1080,Intel Core i3 6006U 2GHz,4,1TB ,AMD Radeon R5 M430,No OS,2.2,4259268.0,51978.23372990837,4.850170600000001
Toshiba,Tecra A50-D-11D,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8,256GB ,Intel HD Graphics 620,Windows,2.0,12342096.0,150617.5123530539,4.409246
Lenovo,Thinkpad 13,Notebook,13.3,IPS Panel Full HD 1920x1080,Intel Core i3 7100U 2.4GHz,4,1GB ,Intel HD Graphics 620,Windows,1.44,6535620.0,79757.83255006817,3.17465712
Samsung,Notebook 9,Ultrabook,15.0,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,16,256GB ,Nvidia GeForce 940MX,Windows,1.23,16441308.0,200642.49304091977,2.7116862900000003
Dell,Latitude 7280,Ultrabook,12.5,Full HD 1920x1080,Intel Core i7 7600U 2.8GHz,8,256GB ,Intel HD Graphics 620,Windows,1.6,15027480.0,183388.75783621115,3.5273968000000004
Asus,X541NA-GO121 (N4200/4GB/1TB/Linux),Notebook,15.6,1366x768,Intel Pentium Quad Core N4200 1.1GHz,4,1TB ,Intel HD Graphics 505,Linux,2.0,3547819.08,43296.02395802952,4.409246
Xiaomi,Mi Notebook,Ultrabook,13.3,IPS Panel Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,8,256GB ,Nvidia GeForce 940MX,Windows,1.28,8314020.0,101460.644128318,2.8219174400000004
Dell,Vostro 5568,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,4,128GB    1TB ,Nvidia GeForce 940MX,Windows,2.18,8113950.0,99019.07782576488,4.806078140000001
HP,ProBook 450,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,4,256GB ,Intel HD Graphics 620,Windows,2.04,7460388.0,91043.29457075808,4.49743092
HP,EliteBook x360,2 in 1 Convertible,13.3,Full HD / Touchscreen 1920x1080,Intel Core i5 7200U 2.5GHz,4,256GB ,Intel HD Graphics 620,Windows,1.28,15116400.0,184473.89841512364,2.8219174400000004
HP,Pavilion x360,2 in 1 Convertible,15.6,Touchscreen 1366x768,Intel Core i5 7200U 2.5GHz,4,500GB ,Intel HD Graphics 620,Windows,2.3,6089241.6,74310.42684392745,5.0706329000000006
Asus,VivoBook L402NA,Notebook,14.1,1366x768,Intel Celeron Dual Core N3350 1.1GHz,4,32GB  ,Intel HD Graphics 500,Windows,1.65,3094416.0,37762.89214615472,3.63762795
Lenovo,IdeaPad 510-15ISK,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 6500U 2.5GHz,8,1TB ,Nvidia GeForce 940MX,Windows,2.2,5948748.0,72595.90472924571,4.850170600000001
Dell,Inspiron 3552,Notebook,15.6,1366x768,Intel Pentium Quad Core N3710 1.6GHz,4,500GB ,Intel HD Graphics,Windows,2.2,3281148.0,40041.68736187096,4.850170600000001
HP,EliteBook x360,2 in 1 Convertible,13.3,Full HD / Touchscreen 1920x1080,Intel Core i5 7200U 2.5GHz,4,256GB ,Intel HD Graphics 620,Windows,1.28,15996708.0,195216.7901463573,2.8219174400000004
Dell,Vostro 3568,Notebook,15.6,1366x768,Intel Core i3 6006U 2.0GHz,4,1TB ,AMD Radeon R5 M420X,Linux,2.18,4052084.4,49449.85618104226,4.806078140000001
Asus,Rog GL753VD-GC082T,Gaming,17.3,Full HD 1920x1080,Intel Core i5 7300HQ 2.5GHz,12,128GB    1TB ,Nvidia GeForce GTX 1050,Windows,2.2,12181150.8,148653.4079052223,4.850170600000001
Acer,Chromebook C731-C78G,Netbook,11.6,IPS Panel 1366x768,Intel Celeron Dual Core N3060 1.6GHz,4,32GB  ,Intel HD Graphics 400,Chrome OS,1.25,2640924.0,32228.67519370101,2.75577875
Lenovo,IdeaPad 110-17ACL,Notebook,17.3,1600x900,AMD A4-Series 7210 2.2GHz,4,500GB ,AMD Radeon R3,Windows,2.8,3370068.0,41126.82794078345,6.1729444
HP,Probook 640,Notebook,14.0,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,4,128GB ,Intel HD Graphics 620,Windows,1.95,11248380.0,137270.28323243023,4.299014850000001
HP,Envy x360,2 in 1 Convertible,13.3,Quad HD+ / Touchscreen 3200x1800,Intel Core i7 7500U 2.7GHz,16,256GB ,Intel HD Graphics 620,Windows,1.42,12439908.0,151811.16698985762,3.13056466
Samsung,Notebook 9,Ultrabook,15.0,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8,256GB ,Intel HD Graphics 620,Windows,1.17,15107508.0,184365.3843572324,2.57940891
Lenovo,ThinkPad T470s,Ultrabook,14.0,IPS Panel Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,256GB ,Intel HD Graphics 620,Windows,1.32,15996708.0,195216.7901463573,2.91010236
MSI,GS73VR Stealth,Gaming,17.3,IPS Panel 4K Ultra HD 3840x2160,Intel Core i7 6700HQ 2.6GHz,16,512GB    2TB ,Nvidia GeForce GTX 1060,Windows,2.43,23554908.0,287453.7393539191,5.357233890000001
Toshiba,Portege X30-D-10V,Notebook,13.3,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,256GB ,Intel HD Graphics 620,Windows,1.05,13115700.0,160058.23538959256,2.3148541500000004
Dell,Inspiron 7567,Gaming,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8,1TB ,Nvidia GeForce GTX 1050Ti,Linux,2.62,8260668.0,100809.5597809705,5.7761122600000006
HP,ProBook 450,Notebook,15.6,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8,1TB ,Nvidia GeForce 930MX,Windows,2.04,8002800.0,97662.65210212428,4.49743092
Dell,Vostro 3568,Notebook,15.6,1366x768,Intel Core i3 6006U 2.0GHz,4,1TB ,AMD Radeon R5 M420X,Windows,2.18,5459688.0,66627.631545227,4.806078140000001
Dell,Latitude 5580,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7300U 2.6GHz,8,500GB ,Intel HD Graphics 620,Windows,1.9,8314020.0,101460.644128318,4.1887837
Dell,XPS 13,2 in 1 Convertible,13.3,Quad HD+ / Touchscreen 3200x1800,Intel Core i7 7Y75 1.3GHz,8,512GB ,Intel HD Graphics 615,Windows,1.24,17900485.2,218449.64994087376,2.73373252
Asus,G701VO-IH74K (i7-6820HK/32GB/2x,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 6820HK 2.7GHz,32,256GB    256GB ,Nvidia GeForce GTX 980M,Windows,3.58,11372868.0,138789.48004290773,7.89255034
Dell,XPS 13,2 in 1 Convertible,13.3,Full HD / Touchscreen 1920x1080,Intel Core i7 7Y75 1.3GHz,16,256GB ,Intel HD Graphics 615,Windows,1.22,14662908.0,178939.68146266992,2.6896400600000003
Lenovo,ThinkPad X1,Ultrabook,14.0,IPS Panel Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8,256GB  ,Intel HD Graphics 620,Windows,1.13,18219708.0,222345.3046191696,2.49122399
Lenovo,ThinkPad T570,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,512GB ,Intel HD Graphics 620,Windows,1.95,17454907.08,213012.01049994325,4.299014850000001
LG,Gram 15Z970,Ultrabook,15.6,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i7 7500U 2.7GHz,16,512GB ,Intel HD Graphics 620,Windows,1.08,18664308.0,227771.00751373207,2.38099284
HP,Elitebook 820,Netbook,12.5,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8,512GB ,Intel HD Graphics 620,Windows,1.26,13186836.0,160926.34785272257,2.77782498
Acer,Chromebook CB5-571-C1DZ,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Celeron Dual Core 3205U 1.5GHz,4,16GB  ,Intel HD Graphics,Chrome OS,2.2,3192228.0,38956.54678295847,4.850170600000001
Lenovo,IdeaPad Y700-15ISK,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i5 6300HQ 2.3GHz,8,128GB    1TB ,Nvidia GeForce GTX 960M,Windows,2.6,7015788.0,85617.59167619562,5.732019800000001
LG,Gram 14Z970,Ultrabook,14.0,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i7 7500U 2.7GHz,8,512GB ,Intel HD Graphics 620,Windows,0.98,16885908.0,206068.19593548225,2.1605305400000003
Dell,Latitude 5480,Notebook,14.0,Full HD 1920x1080,Intel Core i5 7440HQ 2.8GHz,8,256GB ,Intel HD Graphics 620,Windows,1.6,10714860.0,130759.43975895528,3.5273968000000004
HP,Elitebook Folio,Ultrabook,12.5,4K Ultra HD / Touchscreen 3840x2160,Intel Core M 6Y75 1.2GHz,8,240GB ,Intel HD Graphics 515,Windows,1.09,27565200.0,336393.5794628725,2.4030390700000006
Lenovo,IdeaPad 510-15IKB,Notebook,15.6,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,6,256GB ,Nvidia GeForce 940MX,Windows,2.2,7015788.0,85617.59167619562,4.850170600000001
HP,ProBook 450,Notebook,15.6,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8,256GB ,Nvidia GeForce 930MX,Windows,2.04,9060859.08,110574.73985060402,4.49743092
